dates,cars_sold,cars_online,avg_buyprice,bookmarks,opportunity
2022-11-08,88,2252,18422,1894,3131
2022-11-09,73,2253,18444,2057,3186
2022-11-10,60,2245,18410,1787,2894
2022-11-11,64,2251,18266,1852,2728
2022-11-12,49,2266,18209,2074,2549
2022-11-13,24,2243,18277,2135,2368
2022-11-14,62,2224,18332,2431,3308
2022-11-15,57,2240,18379,2178,3362
2022-11-16,63,2267,18413,2439,3215
2022-11-17,55,2272,18362,2167,2966
2022-11-18,69,2244,18285,1756,2788
2022-11-19,56,2232,18299,1921,2538
2022-11-20,28,2226,18337,2113,2370
2022-11-21,76,2133,18468,1784,3169
2022-11-22,70,2109,18360,2024,2969
2022-11-23,65,2133,18340,2333,3060
2022-11-24,58,2138,18255,2471,3015
2022-11-25,65,2236,18149,1997,2580
2022-11-26,32,2287,18042,2099,2331
2022-11-27,27,2259,18119,1958,2168
2022-11-28,76,2194,18163,2181,3070
2022-11-29,79,2185,18157,2178,3030
2022-11-30,80,2165,18109,2139,3025
2022-12-01,57,2185,18020,2269,2695
2022-12-02,57,2187,18003,2094,2644
2022-12-03,45,2224,17900,2277,2296
2022-12-04,33,2209,17951,2348,2193
2022-12-05,76,2106,18070,2241,2954
2022-12-06,77,2110,18098,2101,2642
2022-12-07,53,2123,18065,2215,2648
2022-12-08,66,2114,17978,1973,2527
2022-12-09,64,2174,17836,1777,2411
2022-12-10,38,2207,17715,1890,2107
2022-12-11,39,2170,17727,2273,2086
2022-12-12,78,2062,17880,1956,2936
2022-12-13,74,2062,17748,1974,2794
2022-12-14,60,2127,17652,2098,2675
2022-12-15,63,2156,17641,2011,2520
2022-12-16,68,2191,17608,1900,2449
2022-12-17,49,2191,17596,2124,2141
2022-12-18,32,2188,17539,1900,1793
2022-12-19,63,2121,17628,2047,2679
2022-12-20,61,2128,17664,1996,2672
2022-12-21,61,2146,17549,2433,2653
2022-12-22,49,2181,17481,2013,2374
2022-12-23,53,2217,17500,2073,2196
2022-12-24,26,2287,17431,1630,1547
2022-12-25,25,2253,17468,2023,1651
2022-12-26,25,2203,17524,2267,2381
2022-12-27,64,2137,17519,2927,3458
2022-12-28,74,2103,17518,2719,3389
2022-12-29,80,2064,17575,2280,3120
2022-12-30,85,2060,17581,2554,2738
2022-12-31,31,2069,17510,1712,1730
2023-01-01,34,2025,17566,1896,1807
2023-01-02,91,1929,17735,2675,3437
2023-01-03,87,1886,17701,2689,3617
2023-01-04,88,1836,17841,2803,3581
2023-01-05,70,1819,17772,2641,3203
2023-01-06,86,1790,17671,2746,2787
2023-01-07,60,1778,17748,2398,2767
2023-01-08,38,1746,17829,2548,2502
2023-01-09,85,1650,17923,2440,3629
2023-01-10,90,1610,17879,2692,3527
2023-01-11,76,1579,17867,2269,3460
2023-01-12,60,1541,17707,2452,3262
2023-01-13,67,1551,17619,2701,3145
2023-01-14,50,1553,17619,2433,2886
2023-01-15,35,1510,17760,2631,2545
2023-01-16,91,1415,17856,2473,3537
2023-01-17,81,1462,17659,2937,3447
2023-01-18,84,1445,17542,2586,3402
2023-01-19,71,1434,17355,2668,3422
2023-01-20,75,1426,17390,2633,3205
2023-01-21,71,1448,17403,2661,2963
2023-01-22,29,1414,17437,2489,2519
2023-01-23,90,1309,17548,2575,3830
2023-01-24,99,1316,17504,2639,3674
2023-01-25,68,1371,17444,2541,3605
2023-01-26,65,1384,17368,2326,3388
2023-01-27,60,1377,17293,2245,3185
2023-01-28,50,1411,17134,2614,2943
2023-01-29,43,1376,17145,2770,2481
2023-01-30,83,1283,17189,2545,3635
2023-01-31,74,1271,17099,2543,3685
2023-02-01,75,1270,17187,2375,3407
2023-02-02,85,1248,17192,2248,3332
2023-02-03,58,1261,17197,2281,3022
2023-02-04,51,1299,17171,2448,2880
2023-02-05,37,1268,17169,2320,2314
2023-02-06,60,1191,17388,1919,3352
2023-02-07,73,1182,17390,2234,3357
2023-02-08,68,1188,17177,2389,3066
2023-02-09,72,1183,17127,2280,3006
2023-02-10,68,1221,17145,1958,2846
2023-02-11,51,1238,16987,2208,2550
2023-02-12,23,1214,17016,2424,2279
2023-02-13,74,1110,17065,2106,3093
2023-02-14,67,1101,17032,2211,2939
2023-02-15,60,1116,17042,2071,3243
2023-02-16,71,1112,17043,2126,3096
2023-02-17,43,1160,16888,2132,2808
2023-02-18,51,1217,16967,2290,2793
2023-02-19,36,1191,17113,2162,2267
2023-02-20,49,1130,17134,2024,3256
2023-02-21,60,1149,16916,2041,3051
2023-02-22,63,1215,16800,2290,3073
2023-02-23,63,1254,16673,2221,2968
2023-02-24,60,1260,16697,2066,2891
2023-02-25,44,1275,16587,1963,2617
2023-02-26,27,1267,16608,2180,2205
2023-02-27,56,1176,16749,1834,3231
2023-02-28,63,1161,16839,1971,3248
2023-03-01,62,1195,16773,2162,3020
2023-03-02,65,1213,16778,1978,2988
2023-03-03,55,1234,16783,2147,2861
2023-03-04,38,1274,16617,2081,2489
2023-03-05,36,1263,16632,2229,2260
2023-03-06,66,1182,16781,1944,3012
2023-03-07,55,1190,16597,2056,2944
2023-03-08,47,1213,16460,1894,2852
2023-03-09,18,1249,16383,1864,2950
2023-03-10,30,1335,16358,1948,2676
2023-03-11,17,1443,16286,2002,2562
2023-03-12,1,1476,16256,2212,2075
2023-03-13,46,1429,16283,2090,3054
2023-03-14,53,1463,16300,2234,2999
2023-03-15,54,1483,16273,2206,2850
2023-03-16,50,1504,16224,2114,2874
2023-03-17,48,1523,16138,1985,2766
2023-03-18,16,1583,16037,1985,2438
2023-03-19,0,1596,16042,2325,2135
2023-03-20,77,1515,16141,2683,2986
2023-03-21,80,1483,16202,2118,3050
2023-03-22,60,1494,16174,2093,2900
2023-03-23,55,1487,16030,2118,2728
2023-03-24,41,1573,15899,2029,2495
2023-03-25,10,1635,15736,2226,2273
2023-03-26,1,1657,15748,2004,2037
2023-03-27,76,1572,15791,2213,2876
2023-03-28,46,1586,15800,2160,2966
2023-03-29,67,1587,15839,2310,2791
2023-03-30,61,1581,15789,2238,2772
2023-03-31,53,1628,15660,1986,2682
2023-04-01,16,1703,15571,1907,2229
2023-04-02,0,1734,15564,2104,1963
2023-04-03,61,1672,15593,1857,2748
2023-04-04,57,1666,15506,1839,2603
2023-04-05,58,1668,15551,1920,2479
2023-04-06,47,1687,15488,1716,2228
2023-04-07,0,1755,15408,2510,2256
2023-04-08,24,1730,15434,1800,2000
2023-04-09,0,1751,15523,1546,1569
2023-04-10,0,1751,15523,2031,2053
2023-04-11,73,1676,15542,2092,2876
2023-04-12,74,1682,15375,2490,2857
2023-04-13,68,1699,15463,2269,2871
2023-04-14,60,1702,15493,2371,2571
2023-04-15,26,1752,15464,1919,2261
2023-04-16,0,1767,15504,2263,1994
2023-04-17,72,1702,15533,2241,2932
2023-04-18,63,1688,15407,2339,2771
2023-04-19,65,1676,15391,1885,2676
2023-04-20,78,1668,15323,1875,2631
2023-04-21,74,1733,15326,2149,2467
2023-04-22,21,1834,15206,1803,2141
2023-04-23,0,1872,15255,2171,1998
2023-04-24,78,1800,15292,2630,2921
2023-04-25,79,1789,15230,2855,2770
2023-04-26,73,1797,15197,2397,2784
2023-04-27,51,1842,15167,2375,2711
2023-04-28,66,1916,15305,2616,2696
2023-04-29,16,1985,15252,2279,2238
2023-04-30,0,1985,15248,2217,1841
2023-05-01,0,1985,15248,2289,2018
2023-05-02,75,1926,15284,2341,2772
2023-05-03,83,1885,15320,2520,2768
2023-05-04,53,1900,15266,2094,2681
2023-05-05,67,1899,15263,2223,2507
2023-05-06,20,1960,15231,2071,2153
2023-05-07,0,1988,15261,2303,1942
2023-05-08,93,1899,15265,2252,2848
2023-05-09,64,1870,15198,2279,2776
2023-05-10,54,1878,15125,2548,2821
2023-05-11,61,1883,15047,2068,2731
2023-05-12,59,1895,15014,2203,2604
2023-05-13,14,1966,14929,1758,2229
2023-05-14,0,2020,14966,2130,1933
2023-05-15,88,1939,14999,2277,2897
2023-05-16,52,1997,14861,2339,2879
2023-05-17,54,2026,14852,2082,2687
2023-05-18,0,2105,14814,2037,2553
2023-05-19,77,2024,14796,2036,2628
2023-05-20,8,2072,14774,1986,2251
2023-05-21,0,2081,14791,1844,1945
2023-05-22,73,2021,14744,2109,2924
2023-05-23,79,1987,14677,2282,2850
2023-05-24,52,1998,14567,2606,2781
2023-05-25,51,2032,14462,2129,2718
2023-05-26,46,2058,14444,1827,2432
2023-05-27,12,2102,14465,1718,2128
2023-05-28,0,2118,14460,1813,1708
2023-05-29,0,2118,14460,2108,2409
2023-05-30,91,2029,14420,2220,2723
2023-05-31,59,2057,14403,2038,2748
2023-06-01,52,2042,14357,1858,2429
2023-06-02,44,2066,14319,1809,2270
2023-06-03,17,2109,14283,1655,1979
2023-06-04,0,2142,14297,1872,1746
2023-06-05,67,2088,14246,2016,2647
2023-06-06,57,2104,14162,1761,2610
2023-06-07,68,2103,14141,1928,2433
2023-06-08,60,2130,14175,2194,2435
2023-06-09,44,2140,14229,1796,2396
2023-06-10,15,2216,14190,1327,1909
2023-06-11,0,2253,14199,1714,1876
2023-06-12,77,2188,14145,1838,2761
2023-06-13,70,2209,14199,1625,2676
2023-06-14,48,2233,14196,1680,2521
2023-06-15,56,2246,14152,1672,2410
2023-06-16,50,2291,14095,1732,2256
2023-06-17,20,2369,14043,1734,1937
2023-06-18,0,2415,14063,1878,1855
2023-06-19,48,2379,14097,1835,2605
2023-06-20,72,2382,14180,2019,2506
2023-06-21,41,2421,14122,1983,2485
2023-06-22,57,2449,14132,1794,2423
2023-06-23,54,2474,14180,1991,2215
2023-06-24,23,2534,14181,1935,1854
2023-06-25,0,2582,14189,1931,1709
2023-06-26,65,2528,14195,1813,2632
2023-06-27,62,2521,14160,2032,2471
2023-06-28,46,2544,14153,1765,2449
2023-06-29,46,2567,14237,2355,2410
2023-06-30,45,2583,14259,2197,2215
2023-07-01,34,2649,14266,2088,1923
2023-07-02,0,2680,14271,1959,1755
2023-07-03,63,2607,14280,1986,2641
2023-07-04,96,2599,14328,2096,2595
2023-07-05,47,2626,14373,2000,2739
2023-07-06,54,2615,14318,1794,2391
2023-07-07,70,2641,14331,1745,2334
2023-07-08,19,2725,14351,1716,1927
2023-07-09,0,2758,14352,1888,1675
2023-07-10,60,2706,14361,2151,2576
2023-07-11,64,2701,14357,1816,2426
2023-07-12,59,2716,14330,2080,2570
2023-07-13,61,2742,14326,2267,2541
2023-07-14,54,2754,14376,1930,2286
2023-07-15,24,2799,14407,1773,1946
2023-07-16,1,2831,14406,1743,1748
2023-07-17,78,2749,14465,2148,2695
2023-07-18,78,2726,14474,2347,2535
2023-07-19,67,2753,14456,2060,2616
2023-07-20,57,2780,14464,2068,2523
2023-07-21,59,2817,14446,2237,2326
2023-07-22,15,2885,14488,2381,2021
2023-07-23,0,2902,14500,1999,1732
2023-07-24,74,2823,14523,2128,2640
2023-07-25,93,2777,14584,2414,2690
2023-07-26,70,2776,14647,2148,2554
2023-07-27,51,2808,14618,2206,2530
2023-07-28,40,2861,14631,1926,2311
2023-07-29,12,3007,14631,2056,2083
2023-07-30,0,3050,14662,2145,1826
2023-07-31,80,2966,14686,2067,2492
2023-08-01,72,2948,14696,2055,2564
2023-08-02,63,2947,14730,2089,2637
2023-08-03,62,2956,14767,2127,2533
2023-08-04,41,2989,14805,2090,2323
2023-08-05,19,3053,14848,1808,2113
2023-08-06,0,3083,14857,2058,1810
2023-08-07,84,3000,14923,2450,2656
2023-08-08,74,3000,14912,2233,2614
2023-08-09,68,3011,14940,2205,2568
2023-08-10,47,3045,14921,2031,2436
2023-08-11,52,3068,14954,2069,2392
2023-08-12,32,3118,14954,2087,2017
2023-08-13,0,3156,14960,2175,1709
2023-08-14,87,3068,14999,2705,2486
2023-08-15,70,3097,15058,2490,2090
2023-08-16,79,3045,15084,2896,2572
2023-08-17,63,3039,15103,2414,2720
2023-08-18,78,3057,15168,2420,2548
2023-08-19,11,3131,15184,2660,2192
2023-08-20,0,3176,15220,2378,1943
2023-08-21,101,3077,15236,2521,2945
2023-08-22,88,3078,15289,2740,2917
2023-08-23,74,3087,15295,2845,2976
2023-08-24,59,3103,15255,2635,2894
2023-08-25,60,3108,15341,2924,2863
2023-08-26,18,3184,15367,2549,2329
2023-08-27,0,3221,15367,2484,2161
2023-08-28,105,3124,15440,2718,3187
2023-08-29,81,3113,15492,2664,3238
2023-08-30,92,3098,15531,2956,3225
2023-08-31,70,3128,15565,2754,2907
2023-09-01,74,3146,15606,2598,2687
2023-09-02,16,3201,15614,2410,2327
2023-09-03,0,3249,15634,2637,1907
2023-09-04,138,3111,15698,2478,2912
2023-09-05,85,3074,15684,2664,2891
2023-09-06,69,3090,15694,2599,2999
2023-09-07,75,3082,15724,2796,2948
2023-09-08,77,3078,15729,2635,2816
2023-09-09,27,3163,15697,2404,2212
2023-09-10,0,3223,15706,2789,2097
2023-09-11,106,3104,15758,2725,3080
2023-09-12,89,3081,15778,2952,3123
2023-09-13,64,3098,15817,2967,2978
2023-09-14,92,3097,15809,2521,3092
2023-09-15,81,3154,15829,2810,2814
2023-09-16,28,3227,15832,2636,2281
2023-09-17,4,3258,15862,2823,2149
2023-09-18,81,3165,15910,2700,3119
2023-09-19,83,3152,15867,2677,2982
2023-09-20,72,3203,15835,2884,3031
2023-09-21,59,3241,15858,2797,2986
2023-09-22,81,3285,15880,2522,2654
2023-09-23,29,3346,15891,2432,2248
2023-09-24,0,3385,15898,2863,2056
2023-09-25,87,3300,15937,2802,2877
2023-09-26,73,3297,15977,2519,2745
2023-09-27,84,3309,15966,2557,2888
2023-09-28,72,3331,15981,2767,2711
2023-09-29,70,3367,15949,2459,2413
2023-09-30,39,3450,15872,2306,2180
2023-10-01,0,3496,15844,2354,1853
2023-10-02,77,3409,15862,2623,2773
2023-10-03,1,3489,15850,2990,2573
2023-10-04,138,3371,15892,2751,2663
2023-10-05,68,3389,15934,2709,2583
2023-10-06,61,3425,15880,2466,2439
2023-10-07,15,3498,15828,2525,2113
2023-10-08,0,3530,15819,2556,1974
2023-10-09,108,3427,15856,2503,2696
2023-10-10,86,3419,15807,2207,2774
2023-10-11,64,3442,15769,2568,2632
2023-10-12,71,3457,15754,2508,2491
2023-10-13,72,3501,15723,2459,2476
2023-10-14,29,3603,15670,2379,2221
2023-10-15,0,3659,15654,2179,2052
2023-10-16,77,3584,15664,2634,2839
2023-10-17,72,3612,15686,2549,2766
2023-10-18,65,3654,15683,2633,2678
2023-10-19,69,3694,15688,2716,2902
2023-10-20,58,3738,15691,2679,2788
2023-10-21,35,3810,15658,2537,2421
2023-10-22,0,3836,15660,3354,2166
2023-10-23,91,3774,15742,2783,3058
2023-10-24,79,3807,15666,2845,2968
2023-10-25,91,3805,15672,2862,2963
2023-10-26,70,3832,15672,2607,2802
2023-10-27,58,3849,15629,2622,2656
2023-10-28,13,3933,15600,2765,2320
2023-10-29,0,3954,15598,3341,2212
2023-10-30,85,3873,15608,2880,2865
2023-10-31,50,3896,15600,3103,2715
2023-11-01,92,3870,15634,3343,2759
2023-11-02,70,3888,15606,2880,3094
2023-11-03,60,3913,15586,2719,2735
2023-11-04,50,3947,15540,2885,2633
2023-11-05,0,4001,15538,3314,2442
2023-11-06,116,3898,15575,2921,3134
2023-11-07,79,3909,15550,3194,3294
2023-11-08,81,3898,15535,2813,3133
2023-11-09,99,3910,15521,3433,3029
2023-11-10,88,3944,15529,2744,2901
2023-11-11,33,4044,15510,3098,2407
2023-11-12,0,4064,15530,2997,2279
2023-11-13,119,3962,15531,3147,3063
2023-11-14,108,3946,15554,3009,3044
2023-11-15,89,3925,15490,3136,3170
2023-11-16,77,3965,15439,2962,2886
2023-11-17,79,3992,15394,2931,2787
2023-11-18,26,4069,15368,3003,2475
2023-11-19,0,4088,15368,2775,2488
2023-11-20,119,3990,15387,3042,3193
2023-11-21,86,3985,15361,3017,3043
2023-11-22,103,3971,15327,2815,2840
2023-11-23,90,4012,15318,3063,3035
2023-11-24,76,4036,15318,2957,2634
2023-11-25,23,4110,15257,2874,2333
2023-11-26,0,4160,15257,3126,2168
2023-11-27,92,4063,15305,2922,2925
2023-11-28,92,4072,15281,2911,3034
2023-11-29,93,4082,15259,2982,2868
2023-11-30,80,4079,15256,2898,2726
2023-12-01,78,4111,15189,2628,2551
2023-12-02,25,4191,15176,2668,2201
2023-12-03,0,4214,15175,3184,2117
2023-12-04,96,4117,15223,2841,2964
2023-12-05,105,4104,15261,3061,2814
2023-12-06,102,4084,15248,2854,2647
2023-12-07,83,4111,15217,2770,2503
2023-12-08,59,4152,15154,2567,2361
2023-12-09,35,4214,15131,2781,2105
2023-12-10,0,4219,15137,2954,1884
2023-12-11,60,4163,15140,3333,2859
2023-12-12,58,4187,15112,2971,2728
2023-12-13,83,4201,15090,2694,2823
2023-12-14,68,4219,15107,2759,2594
2023-12-15,56,4241,15084,2633,2323
2023-12-16,31,4281,15051,2640,2004
2023-12-17,0,4312,15062,2585,1864
2023-12-18,76,4252,15080,3028,2770
2023-12-19,67,4275,15035,4003,2504
2023-12-20,66,4287,14997,2585,2491
2023-12-21,71,4303,14946,2854,2300
2023-12-22,76,4324,14911,2580,2020
2023-12-23,16,4406,14850,2406,1728
2023-12-24,0,4424,14856,2089,1385
2023-12-25,0,4425,14855,2336,1340
2023-12-26,0,4425,14855,2294,1936
2023-12-27,98,4328,14857,2827,2633
2023-12-28,61,4315,14850,3126,2668
2023-12-29,78,4293,14875,2528,2443
2023-12-30,26,4314,14864,2467,1903
2023-12-31,0,4338,14882,1936,1221
2024-01-01,0,4337,14882,2111,1282
2024-01-02,70,4276,14874,2567,2788
2024-01-03,74,4242,14832,3120,3071
2024-01-04,108,4162,14798,3556,3044
2024-01-05,117,4097,14789,3151,2710
2024-01-06,35,4102,14805,2939,2181
2024-01-07,0,4126,14801,2946,2023
2024-01-08,85,4059,14811,2670,2816
2024-01-09,78,4024,14696,3006,2781
2024-01-10,103,3958,14644,3203,2783
2024-01-11,93,3973,14623,2938,2703
2024-01-12,85,4035,14593,2553,2616
2024-01-13,31,4077,14595,2997,2379
2024-01-14,0,4142,14563,2997,2133
2024-01-15,58,4099,14584,3207,3033
2024-01-16,93,4075,14607,2868,2961
2024-01-17,89,4056,14544,3301,2952
2024-01-18,75,4096,14521,3134,2735
2024-01-19,73,4148,14501,3086,2565
2024-01-20,26,4243,14520,3455,2388
2024-01-21,0,4278,14536,3088,2282
2024-01-22,87,4190,14545,2881,3027
2024-01-23,85,4164,14542,2869,3175
2024-01-24,81,4164,14486,3107,3140
2024-01-25,86,4152,14435,3085,2972
2024-01-26,59,4249,14445,2803,2760
2024-01-27,26,4327,14436,3205,2596
2024-01-28,0,4373,14454,3026,2235
2024-01-29,97,4281,14458,3184,3069
2024-01-30,98,4275,14475,3184,3075
2024-01-31,91,4316,14492,3452,3088
2024-02-01,90,4316,14451,3209,2859
2024-02-02,77,4326,14432,3038,2630
2024-02-03,24,4398,14445,3503,2370
2024-02-04,0,4430,14459,3385,2196
2024-02-05,82,4342,14465,3195,3115
2024-02-06,112,4263,14416,3217,2979
2024-02-07,87,4229,14436,3000,2911
2024-02-08,90,4283,14444,3205,2806
2024-02-09,73,4341,14445,2999,2731
2024-02-10,38,4392,14458,2993,2374
2024-02-11,0,4428,14456,3229,2123
2024-02-12,82,4359,14435,3675,3168
2024-02-13,82,4335,14450,3242,3007
2024-02-14,85,4334,14475,3065,2795
2024-02-15,89,4333,14448,3529,2784
2024-02-16,86,4352,14448,3082,2671
2024-02-17,12,4457,14454,3366,2348
2024-02-18,0,4491,14470,3270,2178
2024-02-19,102,4411,14468,2843,3053
2024-02-20,116,4366,14417,3187,3035
2024-02-21,131,4334,14397,3086,2835
2024-02-22,81,4396,14395,3521,2813
2024-02-23,83,4392,14439,3102,2784
2024-02-24,17,4495,14434,3373,2461
2024-02-25,0,4530,14425,3298,2236
2024-02-26,107,4428,14443,3283,3111
2024-02-27,98,4407,14439,3386,3003
2024-02-28,79,4419,14427,3499,2942
2024-02-29,90,4438,14418,2986,2648
2024-03-01,74,4486,14460,3175,2540
2024-03-02,36,4557,14463,3168,2449
2024-03-03,0,4585,14453,3376,2239
2024-03-04,86,4503,14440,3376,3101
2024-03-05,99,4482,14439,3208,2922
2024-03-06,106,4454,14430,3555,2800
2024-03-07,76,4494,14438,3320,2571
2024-03-08,50,4512,14446,3083,2481
2024-03-09,11,4552,14436,3072,2384
2024-03-10,0,4589,14433,3743,2128
2024-03-11,89,4536,14451,3113,3029
2024-03-12,122,4514,14419,3346,2898
2024-03-13,81,4541,14409,3392,3015
2024-03-14,71,4582,14404,3332,2704
2024-03-15,58,4601,14360,3208,2720
2024-03-16,44,4624,14355,3133,2401
2024-03-17,0,4647,14351,3439,2191
2024-03-18,100,4564,14363,3487,3087
2024-03-19,85,4544,14386,3040,3033
2024-03-20,90,4537,14368,3036,2979
2024-03-21,86,4534,14329,3416,2804
2024-03-22,99,4542,14289,2944,2641
2024-03-23,42,4598,14269,2459,2308
2024-03-24,0,4629,14261,2915,2124
2024-03-25,91,4554,14256,3066,3130
2024-03-26,104,4537,14247,3016,2835
2024-03-27,66,4596,14217,3092,2703
2024-03-28,70,4610,14197,2998,2563
2024-03-29,0,4667,14194,3434,2444
2024-03-30,43,4613,14174,2489,2083
2024-03-31,0,4645,14159,2656,1675
2024-04-01,0,4645,14159,3055,2277
2024-04-02,93,4556,14160,3246,3283
2024-04-03,111,4489,14182,3285,3176
2024-04-04,107,4445,14182,3314,3020
2024-04-05,91,4461,14206,3124,2806
2024-04-06,34,4532,14226,2808,2226
2024-04-07,0,4564,14230,3096,2214
2024-04-08,108,4453,14210,3001,3056
2024-04-09,115,4382,14218,3290,3002
2024-04-10,91,4376,14259,3096,2841
2024-04-11,106,4372,14271,3192,2839
2024-04-12,79,4453,14275,3124,2767
2024-04-13,50,4494,14283,2546,2212
2024-04-14,0,4519,14284,3286,2000
2024-04-15,93,4444,14290,3348,3148
2024-04-16,120,4379,14276,3350,3005
2024-04-17,98,4344,14280,3495,3014
2024-04-18,104,4331,14315,3261,2819
2024-04-19,81,4382,14369,3339,2725
2024-04-20,43,4450,14403,3595,2450
2024-04-21,0,4480,14402,3659,2189
2024-04-22,119,4387,14381,3510,3066
2024-04-23,122,4380,14390,3207,3059
